oos_rank,is_sharpe_best,oos_sharpe_best
11,9.929505577825564,6.875184952192903
4,9.954865201727806,6.886470337797297
5,9.563010608938544,7.18751452207171
24,10.125248189944317,6.572227374983379
2,10.108916696197635,6.7213211898633585
14,9.73182615834484,7.011843341124235
24,10.329830834263499,6.358436159867957
3,9.781082857166076,7.021314782968836
14,10.317843974508264,6.476738924642574
24,9.952805430032575,6.723044033790205
9,10.27445989217826,6.629339665422254
17,10.312674354998855,6.611486397422007
24,9.883324330034856,6.763440198823052
6,10.423817803262589,6.404583032640892
15,10.464999201652551,6.444032026905003
20,10.037504978015438,6.702284794748003
24,10.616908262787682,6.1329007958889745
17,10.0986398332079,6.700518113901496
20,10.663796333001196,6.186705717939998
1,10.223777077878191,6.554573224650556
2,10.059799830427218,6.793156943171896
12,9.662418726678379,7.086139194659846
24,10.241533910766824,6.46314810483066
5,9.722302699756758,7.0797232597782145
15,10.265327203871994,6.547482758603369
23,9.859755954669215,6.817881567016011
5,9.878212430356735,6.917759307238302
24,10.427319635607404,6.269773862395194
24,10.062345719795902,6.603829979004635
19,10.098686876140922,6.69445372840511
4,10.173958708564992,6.80351153826667
5,10.33125426625982,6.6206634686056915
14,10.400468004458341,6.597380139098349
24,9.916487128467935,6.7593631745249905
23,10.503610526067447,6.305734983035107
9,9.919141259177612,6.945421602267019
